id,ts,live_provider,live_model,shadow_provider,shadow_model,shadow_cost,live_cost,tokens,agree,reason,pace_mults
2692,1786868021.731438,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2693,1786868021.7445748,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2694,1786868021.7523682,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2695,1786868021.7597744,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2696,1786868021.7675164,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2697,1786868021.7752614,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2698,1786868021.79022,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2699,1786868021.8162394,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2700,1786868027.1547513,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2701,1786868027.4868886,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2702,1786868027.5222013,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2703,1786868027.5340557,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2704,1786868027.5450525,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2705,1786868027.5570967,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2706,1786868027.5730488,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2707,1786868027.595721,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2708,1786868028.3152697,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2709,1786868029.8700328,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2710,1786868029.9599037,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2711,1786868029.9684546,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2712,1786868029.976097,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2713,1786868029.9809413,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2714,1786868029.994326,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2715,1786868030.0005171,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2716,1786868030.0083244,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2717,1786868030.0163558,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2718,1786868030.0286083,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2719,1786868030.0310245,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2720,1786868030.0475335,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2721,1786868030.0526786,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2722,1786868030.0588245,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2723,1786868030.069351,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2724,1786868030.0760286,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2725,1786868030.086143,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2726,1786868030.0911307,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2727,1786868030.0979338,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2728,1786868030.1094966,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2729,1786868030.1212397,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2730,1786868030.123006,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2731,1786868030.1344588,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2732,1786868030.150244,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2733,1786868030.1601818,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2734,1786868030.1626277,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2735,1786868030.1757896,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2736,1786868030.1869595,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2737,1786868030.1914332,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2738,1786868030.2821765,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2739,1786868030.289736,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2740,1786868030.3012464,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2741,1786868030.3127286,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2742,1786868030.322258,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2743,1786868030.3332746,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2744,1786868032.1418548,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2745,1786868032.1503959,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2746,1786868038.2740097,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2747,1786868038.4464488,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2748,1786868039.1465988,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2749,1786868049.3901281,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2750,1786868059.249452,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2751,1786868064.7220628,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2752,1786868064.7375402,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2753,1786868064.7453718,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2754,1786868064.7532609,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2755,1786868064.7607968,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2756,1786868064.7683725,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2757,1786868064.7821927,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2758,1786868064.8004882,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2759,1786868064.8089626,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2760,1786868064.8166747,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2761,1786868064.8250158,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2762,1786868064.832733,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2763,1786868064.9058752,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2764,1786868067.1018016,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2765,1786868067.1406164,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2766,1786868067.1479642,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2767,1786868067.2116406,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2768,1786868067.2270155,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2769,1786868067.2383933,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2770,1786868067.2549465,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2771,1786868067.2697465,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2772,1786868067.277118,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2773,1786868067.2846684,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2774,1786868067.2928646,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2775,1786868067.3012357,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2776,1786868067.3856535,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2777,1786868071.9103515,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2778,1786868081.9672527,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2779,1786868091.2350657,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2780,1786868091.2424517,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2781,1786868091.2497444,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2782,1786868091.2574935,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2783,1786868091.2649753,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2784,1786868091.6692727,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2785,1786868142.4982028,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2786,1786868142.4998736,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2787,1786868148.8257658,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2788,1786868160.545361,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2789,1786868170.1683176,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2790,1786868170.5638206,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2791,1786868178.4241803,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2792,1786868178.4760935,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2793,1786868178.4979343,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2794,1786868178.5106936,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2795,1786868178.5479405,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2796,1786868178.5575135,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2797,1786868178.575191,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2798,1786868178.6012294,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2799,1786868178.6103497,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2800,1786868178.6182644,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2801,1786868178.6258664,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2802,1786868178.6333401,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2803,1786868178.7005687,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2804,1786868179.8015172,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2805,1786868179.814775,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2806,1786868179.8223367,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2807,1786868179.8309844,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2808,1786868179.8386016,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2809,1786868179.8460212,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2810,1786868179.8600712,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2811,1786868179.8758273,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2812,1786868179.883397,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2813,1786868179.8907287,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2814,1786868179.8982563,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2815,1786868179.9058392,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2816,1786868180.009495,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2817,1786868180.0224156,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2818,1786868185.3511426,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2819,1786868188.7187126,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2820,1786868199.1487265,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2821,1786868203.578151,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2822,1786868222.0203083,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2823,1786868239.031165,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2824,1786868249.0217195,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2825,1786868249.6907952,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2826,1786868255.3213506,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2827,1786868262.1825469,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2828,1786868263.1146739,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2829,1786868265.25418,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2830,1786868265.256222,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2831,1786868266.802699,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2832,1786868266.8088794,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2833,1786868266.8163044,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2834,1786868266.8249223,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2835,1786868266.8331852,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2836,1786868266.8404255,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2837,1786868266.8544629,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2838,1786868267.0188885,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2839,1786868269.7168055,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2840,1786868269.7298048,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2841,1786868287.956065,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2842,1786868301.1037145,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2843,1786868301.8348737,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2844,1786868303.787313,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2845,1786868309.23353,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2846,1786868310.2290668,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2847,1786868310.2421114,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2848,1786868310.2497792,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2849,1786868310.2577224,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2850,1786868310.2651956,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2851,1786868310.2725418,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2852,1786868310.300019,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2853,1786868310.3155694,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2854,1786868310.322973,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2855,1786868310.3302748,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2856,1786868310.337587,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2857,1786868310.3449075,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2858,1786868310.4241872,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2859,1786868310.9327023,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2860,1786868317.4883287,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2861,1786868323.2938783,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2862,1786868323.2963135,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2863,1786868323.390539,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2864,1786868323.392822,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2865,1786868325.1773129,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2866,1786868326.780935,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2867,1786868332.6936507,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2868,1786868332.6959229,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2869,1786868334.3279448,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2870,1786868343.9716907,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2871,1786868350.5509825,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2872,1786868350.7194214,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2873,1786868350.7225716,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2874,1786868350.826923,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2875,1786868350.8293695,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2876,1786868355.983434,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2877,1786868355.9859457,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2878,1786868358.7190795,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2879,1786868358.7211266,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2880,1786868360.0268762,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2881,1786868360.0292454,telnyx_test,glm-4.5-flash,openrouter,deepseek-v4-pro,,,0,1,live_kalman_failover_telnyx_test,"{""friend"": 0.5}"
2882,1786868362.28811,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2883,1786868363.0183923,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2884,1786868363.9408553,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2885,1786868368.7402995,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2886,1786868371.3992913,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2887,1786868379.1074479,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2888,1786868379.3139484,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2889,1786868380.26694,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2890,1786868380.2801182,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2891,1786868380.291682,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2892,1786868380.3004935,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2893,1786868380.3082705,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2894,1786868380.4423878,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2895,1786868383.017869,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2896,1786868383.2160594,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2897,1786868384.1424491,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2898,1786868385.1661878,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2899,1786868403.825976,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2900,1786868403.8687344,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2901,1786868403.8968685,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2902,1786868403.915247,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2903,1786868403.9296098,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2904,1786868404.2422533,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2905,1786868405.7108028,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2906,1786868405.7503278,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2907,1786868405.7872145,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2908,1786868405.805906,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2909,1786868405.8094141,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2910,1786868405.8267643,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2911,1786868405.8404148,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2912,1786868405.8657126,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2913,1786868405.8854234,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2914,1786868405.9201167,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2915,1786868406.3598955,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2916,1786868406.7245789,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2917,1786868410.989773,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2918,1786868412.8320107,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2919,1786868414.2680745,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2920,1786868419.5817022,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2921,1786868420.8582108,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2922,1786868427.3035946,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2923,1786868430.3816252,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2924,1786868430.4606736,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2925,1786868430.5763407,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2926,1786868437.064452,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2927,1786868437.4640088,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2928,1786868440.1487114,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2929,1786868440.164832,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2930,1786868440.173342,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
2931,1786868440.1822796,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
